AIRPORT,AIRPORT_LATITUDE,AIRPORT_LONGITUDE,RANKING
WATSONVILLE MUNICIPAL ARPT,36.93573,-121.78962,629.0
SHALZ FIELD ARPT,39.4274444,-101.0466111,1415.0
C.E.F. AIRPORT,38.80977,-91.1034797,1786.0
HOBBY FIELD ARPT,43.93075,-123.00667,1786.0
FRANK WILEY FIELD ARPT,46.4279722,-105.88625,1415.0
DELAWARE AIRPARK,39.2183361,-75.5966539,907.0
CAMPBELL ARPT,42.3246111,-88.0740881,1786.0
GLADEWATER MUNICIPAL ARPT,32.5288408,-94.9717466,1786.0
METRO HEALTH MEDICAL CENTER HELIPORT,41.46089,-81.69763,1786.0
SPRINGDALE MUNICIPAL ARPT,36.1764106,-94.1192583,1415.0
GENERAL WM J FOX AIRFIELD,34.7410556,-118.2186389,1239.0
STEEL PIER TAJ MAHAL HELIPORT,39.3548386,-74.4176486,1415.0
AIR LOGICTICS N HELIPORT,29.301886,-89.374498,791.0
WAKEMAN ARPT,41.2931058,-82.3707203,1786.0
MOFFETT FEDERAL AIRFIELD,37.41614,-122.04914,551.0
ROWAN COUNTY ARPT,35.6458861,-80.5202944,1786.0
MARICOPA MEDICAL CENTER HELIPORT,33.45643,-112.02431,1786.0
GREELEY MUNICIPAL ARPT,41.5583453,-98.5461853,1786.0
VICKSBURG TALLULAH REGIONAL ARPT,32.3516064,-91.0276892,1786.0
SUMMIT HEALTHCARE RGNL MED CENTER,34.2033758,-110.0181647,1415.0
CINCINNATI-BLUE ASH ARPT,39.2466944,-84.3889722,1786.0
HOUSTON EXECUTIVE ARPT,29.8050278,-95.8978889,608.0
WATERTOWN MUNICIPAL ARPT,43.1696389,-88.7232222,1786.0
AUBURN-OPELIKA RG PITTS,32.61635,-85.43356,835.0
VALDEZ PIONEER FIELD ARPT,61.1342153,-146.2447619,1415.0
PINAL AIRPARK,32.5098333,-111.3253333,1124.0
PHI FOURCHON BASE HELIPORT,29.1165583,-90.204725,1415.0
BARSTOW-DAGGETT ARPT,34.8537222,-116.7866944,1786.0
SHELL LAKE MUNICIPAL ARPT,45.7313806,-91.9206611,1239.0
SIDNEY-RICHLAND MUNICIPAL ARPT,47.7068611,-104.1925556,1124.0
AIR LOGISTICS HELIPORT,29.7840994,-92.1637386,1415.0
JASPER COUNTY ARPT,40.9478986,-87.1825794,1415.0
GWINNER-ROGER MELROE FIELD ARPT,46.2186667,-97.6434722,1786.0
MAURICE BISHOP INTL ARPT,12.0024247,-61.786192,717.0
LAKE PALOURDE BASE HELIPORT,29.6932639,-91.0987114,960.0
PRINCEVILLE ARPT,22.20919,-159.445339,1786.0
CHEVRON USA INC SEAPLANE BASE,29.2604989,-89.3547758,1415.0
JOHN S DUNN HELISTOP,29.713285,-95.3954947,1415.0
KONGIGANAK ARPT,59.9608056,-162.88125,1786.0
ST. MARIES MUNICIPAL,47.3261111,-116.5776111,1786.0
ALBERT LEA MUNICIPAL ARPT,43.68151,-93.36724,1239.0
CHEFORNAK ARPT,60.14923,-164.28563,1036.0
YAZOO COUNTY ARPT,32.883215,-90.463675,1786.0
CLEVELAND CLINIC FOUNDATION HELIPORT,41.5018056,-81.6386833,1786.0
GEORGE M BRYAN ARPT,33.433111,-88.8486111,1239.0
RANGLEY ARPT,40.0939811,-108.7630436,1786.0
HARRISON COUNTY ARPT,32.5205,-94.3077778,1786.0
TACHIKAWA/YOKOTA AB ARPT,35.748492,139.348483,1786.0
EEK ARPT,60.2136711,-162.0438931,1786.0
ADDINGTON FIELD ARPT,37.686,-85.9250278,1786.0
DOMODEDOVE INTL ARPT,55.408611,37.906111,1786.0
STENNIS INTL ARPT,30.36781,-89.45461,865.0
PAUL C. MILLER-SPARTA ARPT,43.1272222,-85.6783889,1786.0
PALESTINE MUNICIPAL ARPT,31.7796944,-95.7063056,1239.0
FORT WORTH SPINKS ARPT,32.5652278,-97.3080778,368.0
CORLAND COUNTY ARPT-CHASE FIELD,42.5926453,-76.2148825,1786.0
ARTHUR DUNN AIR PARK,28.6225517,-80.8354097,1415.0
BRIGHAM & WOMEN'S HOSPITAL HELIPORT,42.3359306,-71.1050528,1786.0
HARDY-ANDERS FLD NATCHEZ-ADAMS CNTY,31.6136611,-91.2973364,1036.0
TRACY MUNICIPAL ARPT,37.689,-121.4416111,1239.0
BANGALORE INTL ARPT,13.199,77.705,1786.0
LOGAN COUNTY ARPT,37.8556861,-81.9158833,1786.0
DEMOPOLIS MUNICIPAL ARPT,32.4638194,-87.9540639,1786.0
DUBLIN INTL ARPT,53.421333,-6.270075,1036.0
WENDOVER ARPT,40.7186944,-114.0308889,1239.0
DENNIS F CANTRELL FIELD ARPT,35.0808078,-92.424617,1786.0
MIDWEST NATIONAL AIR CENTER ARPT,39.3325,-94.3096389,1124.0
ROBERT R WELLS JR ARPT,29.6410697,-96.5158036,1415.0
MOBILE AIRPORT,33.1119444,-112.2691667,1415.0
LUXEMBOURG INTL ARPT,49.626575,6.211517,1415.0
WAKE ISLAND AIRFIELD,19.28249,166.63666,1415.0
ROTA INTL ARPT,14.1743552,145.2411253,451.0
AK CHIN COMMUNITY AIRFIELD,32.9861625,-112.0256961,1786.0
BUCKEYE MUNICIPAL ARPT,33.4204167,-112.6861808,1415.0
ANIAK AIRPORT,61.5815969,-159.5430428,1415.0
MICHIGAN CITY MUNICIPAL ARPT,41.7033169,-86.8212417,1786.0
HANOVER COUNTY MUNICIPAL ARPT,37.7089444,-77.4366389,1239.0
TIPTON ARPT,39.0853867,-76.7594144,960.0
RICHMOND MUNICIPAL ARPT,39.7560833,-84.8426944,1786.0
TRENTON MUNICIPAL ARPT,40.0835278,-93.5906389,1786.0
KENTMORR AIRPARK,38.9181111,-76.3588333,1786.0
LEBANON-WARREN COUNTY ARPT,39.46621731,-84.2518471,960.0
GENERAL ROBERTO FIERRO VILLALOBOS INTL,28.702778,-105.961667,960.0
MALAGA ARPT,36.675,-4.499167,1786.0
PLATTSBURGH INTL ARPT,44.6509444,-73.4681389,551.0
PALM BEACH COUNTY PARK ARPT,26.593,-80.08506,835.0
TORONTO/BUTTONVILLE MUNICIPAL,43.86222,-79.37,1786.0
SEMINOLE MUNICIPAL ARPT,35.2746781,-96.6751619,1415.0
GUSTAVO ROJAS PINILLA INTL ARPT,12.583611,-81.711111,1786.0
BOB SIKES ARPT,30.7788333,-86.5221111,960.0
TUNICA MUNICIPAL ARPT,34.6850556,-90.3477778,907.0
V C BIRD INTL ARPT,17.136749,-61.792667,813.0
WEST PLAINS REGIONAL ARPT,36.878425,-91.9026753,1239.0
FAYETTE COUNTY ARPT,39.570404,-83.4205162,1415.0
UPSHUR COUNTY REGIONAL ARPT,39.0005833,-80.2749444,1786.0
NORTH BIG HORN COUNTY ARPT,44.9116703,-108.4455092,1786.0
MACKINAC COUNTY ARPT,45.8914444,-84.7381389,1415.0
GRANT-MILAN MUNI ARPT,35.1672778,-107.9020556,1415.0
UKIAH MUNICIPAL ARPT,39.1259572,-123.200855,865.0
CITIZENS MEDICAL CENTER HELIPORT,28.81416,-96.9764,1786.0
VICTORIA HARBOUR,48.42278,-123.3875,1415.0
DELAWARE MUNICIPAL ARPT-JIM MOORE FIELD,40.2797,-83.1148,1124.0
AULTMAN HOSPITAL HELIPORT,40.7958333,-81.4038889,1786.0
JAMES CLEMENTS MUNICIPAL ARPT,43.5469444,-83.8954722,1415.0
GENEVA INTL ARPT,46.238064,6.10895,1239.0
HESPERIA ARPT,34.3769444,-117.3160556,1786.0
GALILEO GALILEI ARPT,43.683917,10.39275,1786.0
CRAWFORDSVILLE MUNI ARPT,39.9756286,-86.9198636,1239.0
ST LUKE'S NORTHLAND HOSPITAL HELIPORT,39.2522242,-94.6460683,1786.0
SHANDS JACKSONVILLE HOSPITAL HELIPORT,30.34885,-81.666485,1786.0
AQUASCALIENTES,21.705558,-102.317858,791.0
FREMONT AIRPORT,41.3330833,-83.1611944,1786.0
HICKORY REGIONAL ARPT,35.7411464,-81.3895489,907.0
IMMOKALEE REGIONAL ARPT,26.4338208,-81.4013773,1415.0
MEFFORD FIELD ARPT,36.1565833,-119.3265556,1786.0
HENDRY MEDICAL HELIPORT,26.75167,-80.9411,1786.0
QUINN FIELD ARPT,40.9254833,-100.1465694,1786.0
UNIV OF MD SHOCK TRAUMA CTR HELIPORT,39.2887181,-76.6258008,960.0
LOUDOUN HOSPITAL CENTER HELIPORT,39.0772222,-77.4763889,1786.0
PORT GRAHAM ARPT,59.3482594,-151.8315389,1786.0
MARANA REGIONAL ARPT,32.4095556,-111.2183889,835.0
GRAYSON COUNTY ARPT,37.3997778,-86.26125,1786.0
WEST KENTUCKY AIRPARK,36.9675306,-88.5652694,1786.0
HIDDEN LAKE ARPT,28.2825081,-82.6456544,1415.0
RIO VISTA MUNICIPAL ARPT,38.1933889,-121.7036389,1786.0
EAGLE'S NEST ARPT,38.0769375,-78.9444375,1786.0
ELIZABETHTON MUNICIPAL ARPT,36.3712222,-82.1734167,1415.0
EAST 34TH STREET HELIPORT,40.7426017,-73.9720831,865.0
PRYOR FIELD REGIONAL ARPT,34.6540556,-86.9453611,1786.0
WINTER HAVEN'S GILBERT ARPT,28.0629167,-81.7533056,1036.0
CULPEPER REGIONAL ARPT,38.5254722,-77.856389,1036.0
ST. JOHNS INTL,47.61861,-52.75194,1786.0
PORTERVILLE MUNICIPAL ARPT,36.0295833,-119.0627222,1786.0
MOJAVE ARPT,35.0586389,-118.1505556,813.0
ARDMORE DOWNTOWN EXECUTIVE ARPT,34.1469892,-97.1226519,1415.0
BARTOW MUNICIPAL,27.94336,-81.78344,1036.0
HAMMOND NORTHSHORE REGIONAL ARPT,30.5216874,-90.4183808,907.0
HEART OF GEORGIA REGIONAL ARPT,32.2163903,-83.1286681,1124.0
MARK ANTON AIRPORT,35.48625,-84.9310833,1415.0
KAMUZU INTL,-13.789378,33.781,1786.0
BEECH FACTORY ARPT,37.694475,-97.2149889,1124.0
SHOREHAM ARPT,50.835556,-0.297222,1786.0
ROCHESTER ARPT,51.351944,0.502778,1124.0
BIGGIN HILL ARPT,51.330833,0.0325,1786.0
JERSEY ARPT,49.207947,-2.195508,1415.0
OLD SARUM AIRFIELD,51.1,-1.783,1786.0
RED BLUFF MUNICIPAL ARPT,40.1503056,-122.2521944,1786.0
GARFIELD COUNTY REGIONAL ARPT,39.5266111,-107.728,629.0
WEEDON FIELD ARPT,31.9513056,-85.1289167,1786.0
MADISON ARPT,37.6308475,-84.332372,1786.0
WAKE MEDICAL CENTER HELIPORT,35.7868181,-78.5858356,1786.0
MORRIS MUNI ARPT - JAMES R. WASHBURN FIELD,41.4240575,-88.4186499,1415.0
PRINCETON ARPT,40.3990833,-74.659,1415.0
WORLAND MUNICIPAL ARPT,43.9628889,-107.9505278,1415.0
CLEBURNE REGIONAL ARPT,32.35375,-97.43375,1786.0
BARTLESVILLE MUNICIPAL ARPT,36.7642486,-96.0112014,566.0
THREE RIVERS MUNICIPAL ARPT,41.9597367,-85.5930647,1786.0
ELDORADO/CAPTAIN JACK THOMAS MEMORIAL ARPT,37.7741111,-96.8177222,1786.0
SELETAR ARPT,1.4695,103.867653,1786.0
LOCKHART MUNICIPAL ARPT,29.8503333,-97.6724167,1124.0
SHANNON AIRPORT,38.2662222,-77.4493889,1415.0
LANCASTER REGIONAL ARPT,32.5776042,-96.7175028,1239.0
OLD MARISCAL SUCRE INTL ARPT,-0.141144,-78.488214,1239.0
PRICE'S ARPT,42.8076136,-83.7699067,1415.0
CHENA MARINA ARPT,64.8140278,-147.9185556,1239.0
LEE C FINE MEMORIAL ARPT,38.0960278,-92.5494722,1124.0
BEAR LAKE COUNTY ARPT,42.24975,-111.3416389,1786.0
SCHENCK FIELD ARPT,40.7221944,-95.0266111,1786.0
WINDSOR,42.27472,-82.95833,1415.0
AUSTIN EXECUTIVE ARPT,30.3974931,-97.5663935,1036.0
DRIGGS-REED MEMORIAL ARPT,43.7426944,-111.0967778,907.0
CAMBRIDGE-DORCHESTER ARPT,38.539333,-76.0303889,1415.0
DUNSMUIR MUNICIPAL-MOTT ARPT,41.2630556,-122.2721111,1786.0
BURGAS ARPT,42.569583,27.515236,1786.0
MAPLE GROVE ARPT,42.7172556,-84.0624597,1415.0
DETROIT LAKES ARPT - WETHING FLD,46.8251667,-95.8855833,1786.0
SIERRA BLANCA REGIONAL,33.46285,-105.53475,960.0
MAJORS ARPT,33.06784,-96.06533,717.0
OCALA INTL ARPT-JIM TAYLOR FIELD,29.17261,-82.22417,407.0
SHUANGLIU ARPT,30.578528,103.947086,1415.0
POHNPEI INTL ARPT,6.9851,158.208989,595.0
QINGDAO LIUTING INTL ARPT,36.266108,120.374436,1415.0
HUMPHREYS COUNTY ARPT,36.1166111,-87.7381667,1786.0
CLARE COUNTY ARPT,44.0527967,-84.8125242,1786.0
BARABOO WISCONSIN DELLS ARPT,43.5217843,-89.7709266,1239.0
VASHON MUNICIPAL ARPT,47.4585886,-122.4741942,1786.0
CABELL HUNTINGTON HOSPITAL HELIPORT,38.4102778,-82.4283333,1786.0
TRENTON-ROBBINSVILLE ARPT,40.2139444,-74.6017778,1239.0
INDIANAPOLIS DOWNTOWN HELIPORT,39.7658764,-86.148875,1786.0
CHILDREN' S MERCY HOSPITAL HELIPORT,39.0825044,-94.5769,1786.0
UK HOSPITAL HELIPORT,38.0304139,-84.5080194,1786.0
PAULDING NORTHWEST ATLANTA ARPT,33.9120431,-84.9406194,1786.0
VIRGINIA TECH/MONTGOMERY EXEC ARPT,37.2076389,-80.4078333,1415.0
WARROAD INTL MEMORIAL ARPT,48.9414722,-95.348722,1124.0
FITCHBURG  MUNICIPAL ARPT,42.5541111,-71.7589722,1415.0
HOONAH ARPT,58.0960914,-135.4096975,1415.0
UNION PARISH ARPT,32.7249558,-92.3371658,1786.0
GENERAL HERIBERTO JARA INTL ARPT,19.145931,-96.187267,1786.0
HELSINKI-VANTAA ARPT,60.317222,24.963333,1239.0
BIRMINGHAM INTL,52.453856,-1.748028,865.0
MARIAN HELIPORT,40.9895278,-75.7513028,1786.0
GREEN COUNTY-LEWIS A. JACKSON REGNL ARPT,39.6910278,-83.9919903,1415.0
MENA INTERMOUNTAIN MUNICIPAL ARPT,34.5453889,-94.2026389,1415.0
CARUTHERSVILLE MEMORIAL ARPT,36.1691111,-89.6764722,1415.0
GREENWOOD COUNTY ARPT,34.2487222,-82.1590833,1786.0
INVERNESS ARPT (FL),28.8036125,-82.3182467,1415.0
TAMPA GENERAL HOSPITAL HELIPORT,27.9380775,-82.4592611,1786.0
CROSSVILLE MEMORIAL ARPT/WHITSON FIELD,35.9512918,-85.0849782,1415.0
GUYMON MUNICIPAL ARPT,36.6850633,-101.5077998,1786.0
FREEMAN MUNICIPAL ARPT,38.92355,-85.90737,1036.0
TULLAHOMA REGNL ARPT/WILLIAM NORTHERN FIELD,35.3800163,-86.2466896,1415.0
EL ALTO INTL ARPT,-16.513339,-68.192256,1786.0
NEWNAN COWETA COUNTY ARPT,33.3115656,-84.7697554,960.0
HATO INTL ARPT,12.188853,-68.959803,813.0
WAUCHULA MUNICIPAL ARPT,27.5149167,-81.8804722,1415.0
COTSWOLD ARPT,51.668056,-2.056944,1786.0
POTOMAC AIRFIELD,38.7486417,-76.9559222,1415.0
MIDDLE BASS ISLAND ARPT,41.6884,-82.8081778,1786.0
COCHRAN ARPT,32.1006614,-83.2784075,1239.0
REGIONAL WEST MEDICAL CENTER HELIPORT,41.8876056,-103.6643861,1415.0
BRIGHAM CITY ARPT,41.5523889,-112.0622222,1415.0
ROCKCASTLE HOSPITAL INC HELIPORT,37.3583333,-84.3361111,1786.0
INGENIERO F ESPINOZA GUTIERREZ INTL ARPT,20.617289,-100.185658,696.0
BOURLAND FIELD ARPT,32.5818333,-97.5907778,1786.0
UMATILLA MUNICIPAL ARPT,28.9242208,-81.6518125,1786.0
ROHNERVILLE ARPT,40.5539444,-124.1326667,1415.0
DECATUR (JONES) ARPT,48.5101017,-122.8029556,1786.0
SHAWNEE REGIONAL ARPT,35.3573056,-96.948333,1239.0
SPARTA COMMUNITY ARPT-HUNTER FLD,38.1489444,-89.6987778,1786.0
CLAYTON MUNICIPAL ARPT,31.8833333,-85.4852222,1786.0
RUSH CITY REGIONAL ARPT,45.69801,-92.95299,1415.0
LMH HELIPORT,31.3364167,-94.7439167,1786.0
KAKE ARPT,56.9613625,-133.9102611,1124.0
AURORA STATE ARPT,45.2471389,-122.7700556,739.0
HUNTSVILLE MUNICIPAL ARPT,30.747,-95.5871667,1415.0
BENTONVILLE MUNI/LOUISE M THADEN FLD,36.34525,-94.2193333,1415.0
PIKE COUNTY ARPT - HATCHER FIELD,37.56174,-82.56661,1239.0
RENOWN REGIONAL MEDICAL CENTER,39.5262997,-119.7960239,1786.0
HALLIBURTON FIELD ARPT,34.4713056,-97.9598611,1786.0
OCEANO COUNTY ARPT,35.1014722,-120.6223611,1786.0
EAGLE RIVER UNION ARPT,45.9323333,-89.2682778,960.0
PALM BEACH COUNTY GLADES AIRPORT,26.78503,-80.69336,1124.0
WEXFORD COUNTY ARPT,44.2753333,-85.4189167,1786.0
CIUDAD DEL ESTE GARCIA,-25.4555,-54.843592,1415.0
POLSON ARPT,47.6954444,-114.1852778,1786.0
RED WING,44.5893611,-92.4849722,1786.0
RICHTON-PERRY COUNTY ARPT,31.3173994,-88.9350478,1786.0
L G HOSPITAL HELIPORT,37.4173642,-79.1725247,1786.0
LOS BANOS MUNICIPAL ARPT,37.0638889,-120.8698611,1415.0
BIG SANDY REGIONAL ARPT,37.75102,-82.6367,1239.0
MEDICAL CENTER HOSPITAL HELIPORT,32.3351494,-95.3016178,1415.0
OCEAN SHORES MUNICIPAL ARPT,46.99922,-124.1423825,1786.0
FRANKFURT HAHN ARPT,49.948672,7.263892,1415.0
STATESVILLE REGIONAL ARPT,35.765,-80.9538889,1036.0
ASHLAND REGIONAL ARPT,38.5545,-82.738,1786.0
LITTLE RIVER ARPT,39.26204,-123.75373,1415.0
HEYDAR ALIYEV INTL ARPT,40.4675,50.04666,1786.0
SUFFOLK EXECUTIVE ARPT,36.68235,-76.60187,1239.0
CHARLES W BAKER ARPT,35.2790278,-89.9314167,1415.0
ST JOSEPH HOSPITAL HELIPORT,30.6571425,-96.3474625,1786.0
KENNETT MEMORIAL ARPT,36.2258619,-90.0366411,1415.0
PASO ROBLES MUNICIPAL ARPT,35.67289,-120.62706,1415.0
MACDILL AIR FORCE BASE,27.8493333,-82.5211667,1036.0
CRAM FIELD ARPT,41.7775766,-99.1502119,1786.0
WARSAW CHOPIN ARPT,52.165699,20.9671001,1036.0
GARNETT MUNICIPAL ARPT,38.2773583,-95.2152306,1786.0
GENERAL IGNACIO P GARCIA INTL,29.095858,-111.047858,1415.0
SEMINOLE LAKE GLIDERPORT,28.4058386,-81.8378553,1786.0
BRISTOW US LLC HELIPORT,29.412222,-90.2944444,1124.0
SALGADO FILHO ARPT,-29.99383333,-51.17116667,1415.0
UMIAT ARPT,69.3711127,-152.1349827,1786.0
CLAY CENTER MUNICIPAL APRT,39.3871389,-97.1572142,1786.0
PORT ALLEN ARPT,21.8969444,-159.6031667,1786.0
THOMASVILLE REGIONAL ARPT,30.9017921,-83.8811285,1786.0
LA BELLE MUNICIPAL ARPT,26.7405833,-81.4282778,1415.0
EDUARDO GOMES INTL ARPT,-3.03861,-60.049702,1786.0
POSTE ARPT,5.4041,26.487,1786.0
MC CURTAIN COUNTY REGNL ARPT,33.9093611,-94.8593611,1786.0
CORNING MUNICIPAL ARPT (AR),36.4042314,-90.6479264,1786.0
FAYATTE REGIONAL AIR CENTER ARPT,29.9079722,-96.95,1786.0
JOHAN A PENGEL INTL,5.452831,-55.187783,1124.0
PUT IN BAY,41.6367,-82.8283,1239.0
LUMBERTON ARPT,39.5531164,-83.8549272,1786.0
MOUNT VERNON ARPT,38.3233611,-88.8585,960.0
IOWA FALLS MUNICIPAL ARPT,42.47079,-93.26995,1415.0
ROBERT S KERR ARPT,35.0216389,-94.62125,1786.0
ANDREWS COUNTY ARPT,32.330753,-102.5296873,1786.0
QUINCY MUNICIPAL ARPT,30.5978708,-84.557425,1786.0
BLAIR MUNICIPAL ARPT,41.14148056,-96.1089722,1239.0
WOOD COUNTY ARPT,41.391,-83.6301389,717.0
RECIFE/GUARARAPES-GILBERTO FREYRE INTL ARPT,-8.1267945,-34.922923,1786.0
RANTOUL NATL AVIATION CENTER ARPT,40.2935556,-88.1423889,1124.0
SAC CITY MUNICIPAL ARPT,42.3790056,-94.9796111,1786.0
ST CHARLES COUNTY SMARTT ARPT,38.9296944,-90.4299722,1415.0
COX FIELD ARPT,33.6366111,-95.45075,1786.0
YELLOWSTONE ARPT,44.6883992,-111.1176375,717.0
BRUNSWICK EXECUTIVE ARPT,43.8923611,-69.9388333,1036.0
POCONO MOUNTAINS MUNI ARPT,41.1376944,-75.3800556,1415.0
STAN STAMPER MUNICIPAL ARPT,34.0336389,-95.5420556,1786.0
PALACIOS MUNICIPAL ARPT,28.7275,-96.2509444,1786.0
TANCREDO NEVES INTL ARPT,-19.623889,-43.971389,1786.0
GRISSOM AIR RESERVE BASE,40.6480917,-86.1521182,1786.0
LEXINGTON COUNTY ARPT AT PELION,33.7946389,-81.2458611,1239.0
MCCARLEY FIELD ARPT,43.20925,-112.3495833,1786.0
MIDDLETOWN REGIONAL ARPT/HOOK FLD,39.5318056,-84.3964444,1786.0
MOREHEAD-ROWAN CNTY/C A THOMAS RGNL ARPT,38.215,-83.5876111,1239.0
WADSWORTH MUNI ARPT,41.0031572,-81.7564401,1239.0
MUSCATINE MUNICIPAL ARPT,41.3678889,-91.1482222,1786.0
CONSTANTA INTL ARPT,44.36221,28.488331,1786.0
SANDUSKY COUNTY REGIONAL ARPT,41.29575,-83.0372222,1239.0
CHEVRON USA INC HELIPORT,29.2210606,-90.2178556,1415.0
BRANDON MUNICIPAL,49.90972,-99.95083,1786.0
SKY RANCH ARPT,35.8856381,-83.9576836,1786.0
DOBBINS AIR RESERVE BASE,33.9153333,-84.5163333,1239.0
MERCY HOSPITAL MED CENTER PVT HELI,41.5994361,-93.6240222,1786.0
LOUISIANA REGIONAL ARPT,30.1727222,-90.9406111,1786.0
SULTAN MAHMUD ARPT,5.38264,103.103,1786.0
IOWA CITY MUNICIPAL ARPT,41.6397674,-91.5481365,907.0
WEST WOODWARD ARPT,36.438,-99.5226667,1786.0
PONCIANO ARRIAGA INTL ARPT,22.2543,-100.931,1239.0
THE O'NEILL MUNICIPAL ARPT,42.4693611,-98.6877778,1786.0
CURRITUCK COUNTY REGIONAL ARPT,36.3999444,-76.0154444,1415.0
LIMA ALLEN COUNTY,40.70694,-84.02667,1239.0
MARISCAL SUCRE INTL ARPT,-0.1133,-78.3586,1415.0
ST PAUL ISLAND ARPT,57.1663056,-170.2225556,1786.0
BLAIRSTOWN ARPT,40.9711389,-74.9974722,1786.0
KING FAISAL NAVAL BASE,21.3481,39.173033,1786.0
RUSTON REGIONAL ARPT,32.51444,-92.58833,907.0
SOUTHLAND FIELD ARPT,30.1314444,-93.3761667,1786.0
BIRCHWOOD ARPT,61.4159639,-149.5084946,1786.0
LEE ARPT,38.9428778,-76.5683992,1239.0
GUTHRIE-EDMOND REGNL ARPT,35.8515227,-97.4161776,1124.0
DUKE UNIV NORTH HELIPORT,36.0070278,-78.937575,1415.0
SOUTH BIMINI ARPT,25.6999778,-79.2651361,1239.0
MARSHALL MEMORIAL MUNICIPAL ARPT,39.0955,-93.2028056,1786.0
SCAPPOOSE INDUSTRIAL AIRPARK,45.7710278,-122.8618333,1239.0
SPANISH PEAKS AIRFIELD,37.696515,-104.7847853,1239.0
MAGEE CREEK AERODROME,48.3614833,-118.1409444,1786.0
FREEWAY ARPT,38.9413519,-76.7723831,1124.0
HOXIE-SHERIDAN COUNTY ARPT,39.3650833,-100.4380833,1786.0
HAMID KARZAI INTL ARPT,34.5659,69.2123,1415.0
IRAAN MUNICIPAL ARPT,30.9062222,-101.8898056,1415.0
THE SEA RANCH ARPT,38.7046342,-123.4325086,1786.0
UC DAVIS MEDICAL CENTER TOWER II HELI,38.5548703,-121.4554361,1786.0
DOUGLAS MUNICIPAL ARPT,31.4767385,-82.8605664,1786.0
DAVIDSON COUNTY ARPT,35.78114,-80.30378,835.0
UNIV OF MISSISSIPPI MEDICAL CENTER HELI,32.3283333,-90.1738889,1124.0
RAFAEL NUNEZ INTERNATIONAL ARPT,10.4425,-75.513056,907.0
SULLIVAN REGIONAL ARPT,38.2334722,-91.1642778,1786.0
LODI ARPT,38.2024752,-121.2691942,1786.0
SEBRING REGIONAL ARPT,27.4564,-81.3424,907.0
BOUNTIFUL SKYPARK,40.8682,-111.9228,1239.0
DEL NORTE INTL ARPT,25.8656,-100.237,1786.0
GREGORY MUNICIPAL ARPT,43.2217802,-99.4034229,1786.0
SHELTER COVE ARPT,40.0281667,-124.0743056,1786.0
SPRINGHILL ARPT,32.9834444,-93.4091667,1786.0
PRISHTINA INTERNATIONAL ARPT,42.5728,21.0358,1786.0
BEND MUNICIPAL ARPT,44.0945556,-121.2002222,762.0
MILLER FIELD ARPT,42.8566969,-100.5489661,1415.0
PORT BOUET ARPT,5.261386,-3.926294,1786.0
GARRETT COUNTY ARPT,39.5808056,-79.3359444,1415.0
CALDWELL INDUSTRIAL ARPT,43.6418611,-116.6357778,907.0
JOHN BELL WILLIAMS ARPT,32.3044722,-90.4105278,1415.0
PHILIP ARPT,44.0487306,-101.5988405,1786.0
ATOKA MUNICIPAL ARPT,34.3983389,-96.1480597,1786.0
LAKE CUMBERLAND REGIONAL ARPT,37.0535833,-84.6156389,1415.0
INOVA FAIRFAX HOSPITAL HELIPORT,38.8570564,-77.2263708,1786.0
MOULTRIE MUNICIPAL ARPT,31.0849167,-83.80325,1786.0
ZHENGZHOU XINZHENG ARPT,34.52752,113.84024,1415.0
STEVENS FIELD ARPT,37.28625,-107.056,1124.0
MC ELROY AIRFIELD,40.0534444,-106.3689722,1786.0
GREENE COUNTY RGNL ARPT,33.5979722,-83.13825,1239.0
HARRELL FIELD ARPT,33.6228056,-92.7633889,1415.0
KEYSTONE AIRPARK,29.84475,-82.0475278,1415.0
H A CLARK MEMORIAL FIELD ARPT,35.3055,-112.1943611,1786.0
MISSION FIELD ARPT,45.6994167,-110.4480278,1786.0
FAIRFIELD COUNTY ARPT,39.7556384,-82.657096,1786.0
MID-WAY REGIONAL ARPT,32.4582931,-96.9125264,1786.0
MC GREGOR EXECUTIVE ARPT,31.4849167,-97.3165278,1415.0
WAIMEA-KOHALA ARPT,20.0013269,-155.6681072,1415.0
ABERNATHY FIELD ARPT,35.1540833,-87.0570556,1786.0
DOYLESTOWN ARPT,40.3330503,-75.1223383,1415.0
BABELTHUAP / KOROR ARPT,7.3673033,134.5442775,1239.0
PLANTATION AIRPARK,32.6452778,-81.5971111,1786.0
EPHRATA MUNICIPAL ARPT,47.3080717,-119.5169136,1786.0
MUSKOGEE-DAVIS REGIONAL ARPT,35.65775,-95.3616389,1786.0
BERLIN REGIONAL ARPT,44.57537,-71.17593,1239.0
SCOTT & WHITE MEMORIAL HOSPITAL HELIPORT,30.5823611,-96.2781944,1415.0
TREASURE CAY ARPT,26.7453417,-77.3912722,1786.0
AKUTAN ARPT,54.1446111,-165.6041083,1786.0
WARREN MUNICIPAL ARPT,33.5604433,-92.0853886,1786.0
ANSON COUNTY ARPT-JEFF CLOUD FIELD,35.0206377,-80.0771181,1415.0
OLCOTT-NEWFANE ARPT,43.3208892,-78.7289239,1786.0
IOWA COUNTY ARPT,42.8868889,-90.2366667,1786.0
SOUTH TEXAS INTL ARPT AT EDINBURG,26.4416667,-98.1222222,791.0
CHEROKEE COUNTY AIRPORT,34.3122175,-84.4221556,1415.0
